MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.741523922560336,7,7.771376538629854,2.8726165652041216,1817,4.496697331263215,36.579632144895356,-121.2304538187539,3.707061897210814
1.8790490260574548,9,3.1302243942040464,3.3167010214988886,3172,2.652805011531454,35.96789325414584,-123.34201782204761,1.7109152232855516
7.158097238609412,48,3.6958599272179082,1.3413653459372994,1167,4.723683639146049,36.31210484864329,-116.94014733949182,4.14010647365712
4.961372443656412,8,8.54988003259416,1.172027807467758,2886,3.0620153023393306,37.69297934134795,-121.61790564524384,4.492852712646544
2.0983441136030097,23,4.5802238227713215,3.667466642203687,3891,1.978778032028123,32.020765176000815,-120.11325249329049,1.9722384543344196
5.456592191001432,29,2.183150599808962,4.293237719282871,1388,3.5658754114101794,34.60708774132852,-119.56298552970333,2.52082954410075
1.3094966900369656,18,3.2303291973442487,4.128061339731869,3971,1.6525227981871988,37.18279720688711,-115.08686064393544,0.7642234303822465
9.18388361870904,31,3.78891547597049,3.1752229114649495,1906,3.2026957993649736,39.22216098673646,-119.88669709668763,5.8780568043272075
3.3290198344001523,30,9.658583103156698,1.3994672845447127,1604,2.5865273871024326,33.74156692395396,-122.54774980084751,4.584261854769036
6.962700559185838,39,6.5843314314467944,3.7521777753440553,3408,5.559797920998166,37.46881173787433,-118.7568506165988,3.711252670610282
3.8053996848046987,35,9.461845923810039,1.9675555342165838,3051,1.3046436086035997,39.144596838857815,-114.3704200535137,4.747276573960239
5.680612190600297,18,6.601306803972999,4.644274811069534,171,4.47008707052871,36.446276579139045,-117.92314358949189,4.241327574485702
5.920392514089517,42,5.834835521102814,4.35306143818282,1790,1.9137558299371795,32.27081133670051,-114.16612779539427,4.4324902693507555
2.6636900997297435,39,4.509821529552768,3.8375318683495636,1444,2.5952253716611993,36.49268158465637,-115.58892691061129,1.4474359252740348
9.726261649881026,17,6.850967555467005,4.795383823324522,3403,3.0775703153103295,34.964448877441534,-123.64034243786587,6.121747239520771
7.976195410250031,14,3.1135841969402387,1.1256872860450917,3213,5.540075446874871,41.29649607701329,-117.41600404622957,4.75285051761966
9.455490474077703,31,9.186093018341648,3.944801700243048,982,2.2128913303691258,33.246133856783274,-121.13233122442116,6.21579687875286
9.053446153848839,24,8.634659241130269,2.3209711173456213,4334,1.456544012723351,38.52475955507232,-118.40383144355276,7.1263099097476665
6.381099809299767,35,4.540251583013896,4.624263542745461,2762,2.5934480199526178,32.527197663345014,-121.20654809068773,3.5069996713502687
9.296868115208051,44,9.622380220810355,2.0667007866479103,1604,1.5233798526776667,36.46170437812697,-120.5112958339471,7.698174162143716
1.7964325184672756,45,8.601606139324545,3.899425997260068,2563,1.6429824298027627,37.53979487220081,-114.7683128824582,2.3273835090452497
2.763845761772307,34,7.330455086680318,4.510588078603126,2653,3.8692529898751333,34.979549313168654,-121.93356815108295,1.9486490557699256
1.4070456001948426,3,2.9740952890021983,1.1666272735307297,832,1.3045096654974666,36.550756355203845,-115.25890881974169,1.2411428410763625
3.927972976869379,37,5.825872184384578,2.5905903183681445,1848,1.1546544069678302,33.63553794530188,-123.69542191929503,3.309586671357658
4.498095607205338,43,6.048860438774007,4.049236128087754,4024,4.572070507352489,35.041238494680364,-123.09123461630351,2.986760746007864
3.442141285965063,40,3.860410866923041,2.8196755580303483,523,2.8082354742052225,38.21106324910203,-115.45324958615737,0.7830303570742607
8.458637582367365,26,2.6397231548744156,2.0690105191743813,3578,1.6268767461693665,35.018000558611554,-117.69443969090804,4.799258206270516
4.210779940242304,23,8.213789043773541,1.87922139529276,1691,2.268063854298541,40.99743078408872,-116.5276386196045,4.3831727494556745
3.5284105871864266,44,2.97628041699516,1.5260730676655117,4585,4.210432536761996,38.2840695764099,-121.90582329178146,2.695458444429142
5.884264748424236,39,6.754326004494198,4.428518239425129,4537,2.377682835704256,36.38649018435984,-118.62916544409896,3.892480309899963
2.2683180247728636,15,9.491593391069284,3.301421613006224,4809,3.4726056256020397,32.38756935554183,-116.62780776428696,3.1038268409150183
8.219772826786357,49,9.00884154078434,1.305539779965824,592,1.6084765336333615,36.99548335204671,-117.72685862989738,7.271591806036062
1.6709557931179373,4,4.222020989994089,2.5303212942825417,291,3.9404681880272348,39.64776242125089,-119.2830123310879,0.8083175917898286
9.881982429404655,29,8.811589100410123,2.4709346032204396,598,2.5803884192163205,34.655575980124134,-114.40216213562286,6.966722127347457
7.9502029236699165,22,2.0026600489639153,1.726956762837852,1356,4.134842172643583,40.067735696487674,-117.23842666546555,4.301659047022466
2.7884411338075514,25,2.1415024769060578,2.7420305018887627,2068,5.041974411520115,34.51806766050881,-114.92249199758763,1.7912761246049607
1.0496990541124216,13,6.82042531074292,2.328397461572546,4422,4.058232096949962,40.237463879508006,-116.70229488426318,2.1901812191667367
8.339152856093508,18,4.918385753156236,2.36721482196873,2286,2.4787378129751034,32.852683416116776,-116.64536471402317,4.7106528703691
7.361716094628554,33,5.091686729273177,3.9561062311518347,916,2.2787185077415018,40.66183708869029,-123.19981730242321,5.00094979387629
7.561064512368886,16,6.51552872543106,1.8930535420207852,3320,2.6371047936672403,36.991864509333304,-120.40535378146056,5.357533871548058
7.941433120173512,45,3.5342596447348846,3.5674398354214216,1573,1.8231025661825242,34.96537589620262,-115.41630593280341,3.483505133177254
1.6664018656068134,42,3.694042805323827,3.2825984955237395,1186,1.9058592542501005,34.65113250415149,-121.67396137851244,1.3894824006825037
4.226191556898454,44,5.8768126961509175,3.272370049351469,4299,4.95345550950084,36.32010558930362,-122.84494133843533,3.45930401303494
2.0428215357261674,2,8.034028354750905,3.6520293845671037,1974,2.923662882537225,41.99049498103645,-120.73893943361206,3.6815853740739914
8.767930832880342,35,6.955982011260701,3.193528144782616,970,3.179975902852929,34.20327393437583,-121.79562115107386,6.036430065297004
6.609683141448022,42,4.378840385894711,4.517020459385538,4863,3.9702473278340555,33.03216648879,-114.74711805206844,2.974076808607756
3.9780822236738427,34,5.44269742007137,3.7023203678010392,2142,3.948267475757738,37.85035168718662,-115.3203335799787,2.157935618893946
1.5720251525742128,30,3.3653180683999873,3.1878530054855525,372,1.3368843576096285,36.88542466440257,-119.00316769717097,1.7873921248091258
3.79884089544096,13,2.5970385146966537,4.31905248115058,1129,5.157703931688328,37.241962710633075,-123.38656125516133,1.41331999922479
3.9266498982407234,13,8.261568325953194,3.424586259733919,3318,1.886632766119697,38.66935417557217,-116.85437653906844,2.982087662886956
7.566455605042576,18,4.123099273505557,2.164576991140716,4169,4.615358180248345,34.67144069870649,-117.76588268663735,5.087497620224028
6.738017242196918,32,3.4221311028099857,1.8283796727062849,1151,4.863354940640833,41.10664995383888,-114.29445329271505,3.792104111292862
8.98491468318694,32,7.532944444554555,1.6093111426507152,4133,4.5744976704565685,36.3567206612229,-118.41046759729623,6.903985428509497
5.249934326457543,35,6.944413394297488,4.597820850184407,1673,3.894888232770726,33.29086195142462,-120.6360627659709,3.3313672588164307
2.0763482134447155,39,7.0655170081077125,3.8405417271922633,3290,1.0730449855444144,39.42298756733944,-118.80978306421444,3.126627030549159
7.419203085006955,46,3.831156838772909,4.749513752657283,4488,2.8018774618158533,38.4310435261785,-114.20736708595484,4.345077697070532
7.847065437552077,29,3.861164308501448,3.413167222859772,3897,4.024197146812906,35.15743402484037,-117.0363756746697,4.037905883453845
6.051494778125466,49,3.766421038285113,2.89360352597965,3389,2.937256479612693,38.215187240340484,-117.28023862072949,2.746757761905016
7.938704619591049,29,3.390020765298356,1.2388659558835573,3847,5.317399474564065,34.19861956368977,-121.59318410274115,5.891167277585391
5.444160367279517,44,7.2457893804932505,3.686569126184119,2205,2.5440113767480765,36.4483935934053,-116.56397482439382,4.053399321554336
5.704595464437946,16,8.784127081995212,3.3288350390729247,407,2.4676739622933024,40.99412522167325,-116.49728170528228,4.440403025465093
4.847869165226946,44,7.79453975741329,4.960835574350486,3459,2.32998846546329,33.33534233160749,-120.82711016224094,4.463283529382113
1.2287721406968566,47,8.336749070084345,1.9566351111289721,3276,2.6639043448039774,35.86696449987462,-119.16286167609287,3.196963695854157
1.97102284293974,10,5.2383874326815985,3.1229494211473434,1351,3.787024821570936,40.211424247203475,-121.05396667059544,2.5238360387011713
1.2828626711806081,30,7.232606362975985,3.6038293404722905,2847,4.535076471362954,41.694908994061784,-121.41294929675713,2.0411932376297752
6.727693701374023,25,4.833889923558196,3.5783646989693745,1617,4.312839588693926,36.53926136421796,-123.74103929750515,5.0388682331224075
3.82920382968694,39,6.20403697574912,3.245174171793611,1478,5.038589099907398,37.069996201433476,-121.14788255346667,2.471469082933803
5.577136220482325,20,5.853078772278899,4.107712041308902,4991,5.429569977487125,37.7217196178377,-118.46030050121725,3.4469245728842908
9.168098265334837,5,3.415097161150835,1.8199248381072657,2061,5.080395211716756,41.32348141633711,-123.98398812450971,5.439532691248657
3.2436300623398746,1,5.096630082685047,3.9025088010976634,4405,1.0947270168717729,40.5820679097703,-121.16780916190332,2.954357967874475
4.693446307320667,30,9.710578203858809,3.4789382857323567,2963,4.679589767759944,33.70601124621644,-115.1858966767675,4.8946884679339195
7.799960246887438,49,3.9886420617195366,4.584300447178293,2756,2.041997868091658,36.36757817847075,-118.06351414892639,4.138279784600526
3.059183489424602,3,3.0704298902359097,4.388777756134327,2594,1.6646402135399132,36.640004281964266,-117.9213717591902,1.3353912269364687
1.6928191884591368,45,5.348644972991482,2.260588156530213,4667,4.192443923995677,39.89096111648757,-119.96635694973646,2.585640884000648
3.6077630762239123,14,8.322701886881184,2.1049492999006123,4105,2.5987159770384745,38.028928826054354,-117.23527856507589,4.261900250834704
2.4509915852860398,30,6.657185838239778,4.926613295409791,3663,1.2855858168522163,38.54220462029013,-122.10067233769641,1.8000669886874625
9.367278871083158,4,7.447798617905956,3.109060723661026,1022,1.6881486719918066,41.98199907665618,-115.81253189615808,5.844032177149647
8.273083416079754,18,3.5175587853974175,4.625683855657748,4332,1.0046470843498052,32.74960043470013,-122.833108800641,3.9939284953077947
6.700633808593811,37,6.951585544061772,1.6555240951219288,4562,5.516118136723536,34.23009823533733,-117.4399864534689,4.7678068156813636
8.84314531168946,25,4.58800315929179,3.571275659200697,3059,1.123089919206193,36.07895937371547,-120.58850674180317,5.598638928065361
8.23304869209203,48,8.674426927638141,4.239440749442345,283,2.047278847547555,35.477824030488875,-116.52487029417523,6.088830435557997
2.6791305299743224,1,7.034390448085889,4.789580998345787,3458,3.0813139034395367,32.21645561346983,-118.5023544873398,2.7708598199453194
9.0330309864098,46,3.5908502222023673,2.349360564068094,1498,2.7828566297540953,32.91777606471176,-119.47646961521284,5.21973326545038
5.854080177240856,15,2.516933438752689,3.89992467969621,2896,5.558629384563878,38.80953291403576,-122.30577597906753,3.0215205419756703
8.266961396476564,9,2.341065674296262,3.155252036158476,636,1.2014447286727106,40.793244633625605,-117.63178535715647,3.4138412856253093
9.06482169931144,15,4.971268541201126,1.2425157042658728,1373,3.5610735383852576,37.14227011265977,-114.25230156579588,6.172380100005268
3.8620312747467747,49,4.126809093234508,3.7599989492357735,3067,4.40239731262187,37.391910795136326,-115.74396575092985,2.1353178352008637
1.9904673207490908,24,7.168720987700064,3.7603862329513738,3149,5.6584898684058444,34.55093432832379,-123.39991807410988,2.3771950435692935
3.051416462877475,4,5.994670679828946,4.722427219386148,1196,4.1018562606186055,39.678763636337116,-120.23770621638809,2.1430375304425247
4.843970097636307,12,4.128154224043046,2.9892497846758896,1405,5.018776180058813,39.517945873672566,-114.74416990809728,3.135517141671727
8.362132893302437,37,3.193902223601409,1.9210036828420587,1015,1.418624689226742,37.88365689217657,-118.96956252442979,5.041583340785228
8.74657524930709,37,3.0175981014995967,1.1782552937947166,3181,2.929697554684637,34.126642865113425,-117.3788817419182,4.538488480082817
1.0625691747807164,43,8.917283137123341,2.6625687467436228,4347,2.869735672395337,32.97018218237089,-114.8740065440861,2.8003303913006374
5.596725723198092,6,3.947823747238938,2.2076668003100073,1128,5.431441082278588,32.64238575857126,-115.26205309580119,3.3166753363317976
4.7566990283390105,39,7.213685183287747,4.044353224095502,2077,1.7568558563163745,37.926960666428776,-118.98179624459489,4.3943138122747305
2.9989702942365724,46,8.485487423890131,2.4170710593641864,3454,1.7594308616831513,40.250353191428005,-119.62353697342398,3.004404460922674
2.0787883060031453,24,6.912650489477889,4.796284785259376,2611,2.6427907494289924,40.58330431780925,-120.60307381520413,1.6526742080110375
4.038536542632651,11,8.876521853175566,4.849240811951137,370,1.272330236834188,36.6362207434345,-116.80980556837109,3.5325915558603627
9.486187335212673,13,5.139149772227796,3.4836343608708322,1286,1.9122902032624502,39.84271299306717,-121.13013200528457,5.125289869593589
3.908826388186797,34,9.649777525191586,4.714641148059531,4655,5.826048192728676,41.468801963410236,-121.501123935691,3.7942277155455115
5.669115595690295,25,3.0651600334247755,4.043417378057983,4300,3.140919699335864,34.75170112488068,-120.4375010539622,2.6814795792031267
7.3271706300566,7,2.8171962372603048,3.1874385639005047,3864,4.1600960421121815,35.97960346380757,-122.22784943121208,3.9154626622771973
4.272666421413646,4,7.269537169659548,1.7212317416911125,2498,4.630556296723185,41.31478992596681,-117.04880184054232,4.476984027178543
9.746038744488645,8,9.542649131306094,2.83439177405536,4629,2.834807035036002,35.38230967317285,-117.83759350669388,7.204575559667216
9.662025654479,20,8.471067693090625,3.2434978534504704,4335,1.7361353720525847,41.138762903217966,-119.17121465884156,6.804810844884832
3.2660406624282774,29,2.6113348755044115,4.45584632294004,4282,2.032905081108904,41.810448622544655,-120.09674220738445,0.9965902278714043
5.475236553031469,45,4.234941711477731,2.9253335061426595,1811,2.5663323829030515,38.618107285744244,-114.90937457103269,3.3560043118229568
3.707904788350927,46,9.44255107870259,4.590698690711827,2330,4.180342101761129,40.16890289504168,-123.70876215010895,3.5577007438391757
3.5635644493972087,10,4.024467462406276,3.6973959160938756,228,2.991402745445272,39.49545564221085,-116.308922564927,2.5904637620219546
1.3319825261907952,43,8.249363390295354,1.5479962522146855,1369,1.0340734895006407,38.99534257615524,-114.98090428251112,2.448917538139718
6.486079005819072,34,8.601057567429631,4.979925477300371,3772,3.617035925337359,35.06931072981233,-119.53645420570074,4.397043881422734
5.524111209059753,26,5.963616827687854,3.1089306430156505,1701,5.607566959537089,32.57094337907944,-118.49309508529353,4.088069122806777
1.463308761249904,41,5.090791278786524,2.5674331856363155,4865,5.060388055043395,35.430517325196504,-114.55536312117962,2.735456654320115
3.507818178129503,49,5.600995459358077,3.636455057878106,4070,5.126056856298155,38.669359852039065,-121.87722484714486,2.6189424033092217
9.174392973699883,3,3.815717554922913,1.4355732559241563,4344,4.975290088030656,33.02529198227801,-118.79865152215315,5.528901305257233
3.1560570160027517,6,9.115127329030754,3.5461545870134175,727,2.6186541280521185,32.11917982978242,-119.25278872871787,4.077346713485311
2.304053848821008,5,5.604957253838063,2.992944001997092,3897,4.82596916877196,33.396923726029385,-121.4160735212963,2.4898772494701404
5.405074842498067,5,9.0596755236488,2.6266962799943325,2144,1.715806789055965,39.15735926410795,-115.81406769626892,5.153340562535905
9.870854086995406,47,2.8455478392501927,4.812080084715596,3652,4.288580736379767,41.72793701656444,-115.00399405236764,4.77907915237064
3.178497443603504,23,9.906202168001052,3.090158866928213,2441,4.207842833424972,41.830646996148204,-116.18067420211791,3.905210007427294
7.049219926652907,49,5.546184699548946,1.8764699178797537,3314,1.1278489954486735,36.93979149140188,-122.04641039151392,4.435597120751923
7.854576537958458,9,2.3826465631528437,2.8358539175091946,349,4.9398506679546585,40.693523009923474,-123.13251364498619,4.318098081573935
3.1387378959315972,35,2.3041747858996393,4.677549618290691,3025,5.516240525475653,39.36826455751504,-117.94555514694657,1.5568886750768736
7.553947137506736,20,7.969658059854709,1.7043818853223787,1074,2.3370763923605384,37.010402369846034,-123.42905239490116,6.185576873492206
4.3100481944732785,49,7.272284273629446,1.8558281547529476,1425,5.061953620930755,37.72760532955087,-117.27174111441916,3.721491513098211
6.690752475342215,42,8.4170444650207,1.052118271028335,1083,1.4120298593097411,33.37227146616871,-118.69575779672758,6.0751331226609535
6.7017673968480524,35,2.8429402716224477,1.0567601975830687,988,3.9998392913053302,41.37661460616592,-117.37214267256337,4.559081134468116
5.821972156672826,18,2.284566936284387,4.31756650783405,3037,3.4282343266713857,35.51929770731777,-118.09829226350256,2.125863798516789
1.8126079304896747,17,6.068634315580628,3.9284904273718233,2217,3.729617666545,36.46149256457169,-119.77297430472828,1.7927598847659578
8.51772246030314,24,5.100761851862156,2.420164225807833,2772,5.631026009421725,38.71660230997899,-121.99122819859772,5.89256873152907
3.8870205847456223,3,5.695575493367646,3.793244628910291,1426,5.356576236234267,35.33902471526554,-120.94297864189511,2.568756164674604
2.678666593598688,32,9.932707270962192,2.580823705239881,570,4.925418286198785,34.54259160988931,-118.75499425781024,4.067362000631696
1.3669762739928752,35,9.765999661365361,4.8115871839913105,2087,2.368492288391855,38.31049393270221,-117.48131906352394,2.6552585996089997
6.318036488694176,38,9.538523117385543,4.86821072570414,190,5.5590931434304585,32.24984082281849,-116.20516983115472,5.212372695133677
7.098079256580542,13,8.27074141414139,2.5711751032373735,629,1.4875384623193764,39.20725112026679,-116.32829281550939,5.535555183231319
1.1492904603507053,47,4.838730882055123,4.416887625363472,4856,5.2666460827939385,37.1402336987651,-114.27311256738915,1.5159724620013308
5.608837524693529,25,5.297047442102173,4.092356166789864,4159,2.640800361768039,38.057537305209344,-121.14158551336591,3.064303193687505
3.0384619767814414,9,6.396928349751396,2.2399997486871572,4934,1.2688615583099168,38.31880159246885,-123.28889291786564,2.5336479215175642
6.806555113685048,4,8.644275651238718,1.9281593156044239,2873,4.346784921203741,37.27050156492564,-120.5434306445814,6.343185164226683
2.569297861044923,14,2.549702660146142,2.8329386015713354,1786,2.1563996415797773,37.82533777440736,-116.56705524775923,2.533153648244696
7.218439642922194,37,5.394375087079105,4.125395362457625,291,2.2178556293231595,38.837882008898745,-119.61888348966704,4.399743555780122
4.480618116704837,34,2.6609413076741495,4.840671138914981,2086,2.5302358311438575,39.53118847179674,-115.8221156941058,2.928090243947522
9.43056989863061,11,6.117260692588093,4.05431627546629,3723,1.3184238375125836,39.274523912861206,-118.50673634813985,5.353712578491713
2.2376884973139393,41,9.191206592049884,4.42082794007348,2285,1.8856357209912702,40.69616457732262,-114.70208277369497,2.72624769651426
4.069597159452327,3,8.259879396511504,3.412257224682066,4540,1.0256981379278014,33.89443433167403,-114.52136558000932,4.559054709615887
2.021261691165302,28,3.8227393403448797,4.341631323368503,1108,3.227047605528934,36.01147969491797,-123.30695493981251,1.6911796473240932
9.322242564507064,29,9.80792679679034,4.13768343201367,3883,1.4212768870898564,41.477960660144575,-119.43586560287575,7.579176183854029
8.896054180428829,9,7.338803184371427,2.5079421677051204,4398,4.413263025220995,35.965905743863296,-117.90310938750432,6.382357496514321
3.3214746494364005,3,2.0834215951792245,3.2079612084828844,4768,2.178114255958242,33.248700769059226,-121.44127459187787,1.137898523318253
6.939856414307611,25,4.043307877481756,4.219012487958779,4387,5.717870720175886,37.254451263621796,-119.9292322062102,3.950906751557915
8.354999801810942,34,4.085706399359332,1.1842269367598255,2152,5.356258136993263,33.094909725544625,-117.22318458882302,5.76736770259531
5.996807304395161,12,2.5540344502868795,4.23231712942332,3408,2.4472044748410413,34.02853238727865,-121.73265773101639,2.8517829600758944
5.766855205204059,42,9.678612144607431,1.7115524961960937,1816,4.916077273283394,41.98318756570957,-117.98018647025548,5.301483987492181
3.1766706181040654,9,5.82604235660739,3.058734468485756,410,5.0162245233240315,37.41362638396132,-117.02552171835694,2.9663278238191597
1.837924910253093,15,9.166516778975055,4.23310175822375,4638,5.932815570572052,34.84058389040429,-123.09503688904134,2.542544004401716
9.074941821579941,40,4.577724027557027,2.0152843126267794,1360,3.9891999342284246,41.94774954573906,-119.02470683972547,5.655481498088472
9.103762514469974,25,3.001868563462617,1.983229757224612,4032,1.409828673218311,41.66558918555143,-121.36919970075809,5.087546607164578
6.697913115459412,5,5.794688879249711,2.6110575938490075,3368,4.234186144631905,36.40739041084264,-116.75613644001956,4.319944472360607
4.051268119438307,11,2.9116530777145373,4.578571190310538,684,4.124898741880176,34.604031087879086,-122.10444491463059,2.4737843609051136
4.142886171513948,34,5.888124023820319,1.0017711257488315,2899,4.191752887102159,40.3839963809219,-115.07762084461893,3.9605200372286906
7.533601109832154,24,9.362377449755261,4.60553238656774,459,2.5357282405210575,39.15620716971786,-119.69058663481673,5.477572020385795
9.073992339573193,15,6.166145134673702,1.6152280985664311,2966,5.298397925401664,38.8694143500351,-122.01996969692446,6.056313458005384
8.983777818386056,38,6.931997815160668,4.960345504269928,2111,5.79736091477706,40.931137413224725,-119.6197820364967,5.443781352963324
8.018879912718614,8,3.2531074957904664,4.819387972153873,4106,2.0885625648907578,38.89417133871325,-119.91256237191472,3.702170791044195
6.77828481538859,5,2.349885007039756,2.9787007583651333,1725,1.4407607906832223,34.837979430415494,-119.7108104050629,2.649232921929677
1.7572596849554394,48,2.8864636974384563,3.0508809912505126,2864,1.9726751658424204,38.93863161875732,-118.14438706502553,0.8924788812811176
2.454658426851524,26,6.788252605474925,2.926197361103417,990,5.102760696278594,35.05813511283664,-118.78826275086462,2.366551773689745
9.086987696743714,18,2.7600935919384373,3.5417745826380904,831,4.383223174099237,39.59238979656995,-122.50222868319098,4.72061236334345
6.457861536936309,6,5.007943119530491,1.3628868089397241,4061,4.180236711695633,38.19747854491566,-123.34420927353364,4.679085743303481
1.0827734645496667,37,6.400735523665248,1.130471793366266,4801,3.0089656755471226,32.774115519847506,-116.7058455127346,1.834420695799712
1.913243885794289,48,5.109222389038776,1.2308117136635954,2604,3.8891398575571787,37.12835362435142,-118.40282564071687,2.429974997739561
6.971515921972502,13,3.309470411722412,2.7774613969660575,714,2.539370626371837,35.43300969195741,-120.40999231920736,3.4449839136764253
1.0455542546159682,28,4.190330460112852,2.1021917568779336,3906,3.3860003970898065,35.28570632732294,-115.91642177501926,1.2967916561470256
2.4472724627574878,5,9.426540262788617,3.488158249483975,1819,4.96531514185328,38.02256302377257,-120.11941525739043,3.052757109988118
5.938604104299275,13,7.407858204690843,4.969769157499115,4869,5.906207987277311,35.22324824469425,-116.04034910399392,4.57079250109659
7.227056779234239,17,5.968382709439092,2.5452926923058636,1687,5.662444617949009,39.76893748204873,-120.94243872487625,4.953371213984973
6.867651335523405,40,2.101719119895148,3.2953650164180535,1711,5.669329714231244,32.707914360111744,-123.271547024548,3.350184437530747
3.018423785145038,45,9.939323203915762,2.662415583629342,996,3.011118674235562,38.603882523958255,-114.67360306200071,3.645900856963937
7.409612992127823,32,7.371639479157146,4.389086670887437,377,3.343949402533955,40.091948036567416,-120.05448870718627,4.874060351445298
3.135241787471201,29,4.5353798187595595,4.608945613848952,4747,4.528176981844908,38.7283168992043,-116.07307427150621,2.9209761227567035
3.9285972834334095,3,9.034149279982707,4.50942244882104,1736,5.6109596402564215,36.97229195019996,-121.20855866777696,3.5221168755860357
7.718422646062217,40,4.067452962334545,4.89748895471703,2258,1.7099712967604233,41.50307013736181,-117.53634887876343,4.339652879586308
